ID,designation_header,strain_number_header,is_type_strain_header,is_type_strain,species,Utilization activity,Metabolite (production)
16927,,"DSM 43676, ATCC 33577, INA 292, JCM 3308, BCRC 13394, IFO 14182, IMET 9578, IMSNU 22199, NBRC 14182, NRRL B-16605, VKM Ac-912",1,1,Actinomadura cremea subsp. cremea,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
159889,,"CGMCC 4.7432, KCTC 39998, BMP B8004, JCM 33401",1,1,Actinomadura deserti,+,hydrogen sulfide
,,,,,,,nitrate
16980,,"DSM 44224, ATCC 49459, NRRL 18348, JCM 9371, IMSNU 22177",1,1,Actinomadura fibrosa,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16966,C-36820,"DSM 43997, ATCC 49059, IFO 14204, JCM 7474, NBRC 14204, BCRC 16355, CIP 105595, IFO 15870, IMSNU 22194, KCTC 9647, LMG 29178, NBRC 15870, NCIMB 12773, NRRL B-16984, VKM Ac-1954",1,1,Actinomadura formosensis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,rifamycin O
,,,,,,,rifamycin S
16928,,"DSM 43923, IFO 14347, IMET 9745, INA 3321, JCM 6833, NBRC 14347, NCTC B-16245, IMSNU 20005, KCTC 9339, MTCC 1381, NRRL B-16245, VKM Ac-938",1,1,Actinomadura fulvescens,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16987,80-60,"DSM 44770, AS 4.1202, CIP 107902, DSM 43891, IFO 14668, JCM 6161, NBRC 14668, VKM Ac-1273, CGMCC 4.1202",1,1,Actinomadura glauciflava,+,indole
16979,"SA 26015, P157-2","DSM 44148, ATCC 53557, IFO 15177, NBRC 15177, NCIMB 13253, JCM 9627, HUT 6599, IMSNU 22185",1,1,Actinomadura hibisca,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,pradimicin
16929,"SSC 1256, 13-363","DSM 43764, ATCC 31588, CCRC 13146, IFO 14229, IMET 9741, JCM 3306, KCTC 9129, NBRC 14229, NCIMB 13755, NRRL 12069, NRRL B-16121, VKM Ac-874, BCRC 13416, CGMCC 4.2099, IMSNU 20006, MTCC 707, NRRL B-16261, BCRC 13146, IFO (now NBRC) 14229, SCC 1256",1,1,Actinomadura kijaniata,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,kijanimicin
16930,,"DSM 43677, ATCC 33578, INA 1678, JCM 3387, CPCC 203281, IFO 14682, IMET 9575, IMSNU 20008, IMSNU 22191, MTCC 1382, NBRC 14682, VKM Ac-908",1,1,Actinomadura livida,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
159574,NEAU-G17,"DSM 105122, CGMCC 4.7411",1,1,Actinomadura logoneensis,+,hydrogen sulfide
16931,S-0203,"DSM 40398, ATCC 25469, CBS 702.69, CGMCC AS 4.1382, IFO 13057, ISP 5398, JCM 4203, KCC S-0203, KCC S-0491, NBRC 13057, RIA 1249, OEU 719, BCRC 16250, CECT 3283, CGMCC 4.1382, CGMCC 4.1516, CIP 105484, IMET 9672, IMSNU 20009, JCM 4491, KCTC 9341, NRRL B-12327, VKM Ac-1509",1,1,Actinomadura luteofluorescens,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16932,"FD 25934, A-0287","DSM 43862, ATCC 31286, IFO 14102, IMET 9754, JCM 3287, KCC A-0287, NBRC 14102, BCC 49509, BCRC 13378, CGMCC 4.1513, CIP 105532, IMSNU 22164, KCTC 9342, MTCC 2559, NCIMB 14303, NRRL B-16124, TBRC 2223",1,1,Actinomadura macra,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16933,,"DSM 43067, ATCC 19425, CCM 136, IAM 14277, IFO 14623, IMRU 1190, JCM 7436, NBRC 14623, NCTC 5654, CCUG 32944, CCTCC AB 2010169, CECT 3043, CGMCC 4.1224, CIP 105487, HAMBI 1926, IFM 0585, IMET 9585, KCTC 9192, MTCC 1120, NCIMB 13469, NRRL B-3843, VKM Ac-809, IFO 13909, NBRC 13909",1,1,Actinomadura madurae,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16986,"FH-A 1198, ID 90-506, FH A 1198","DSM 44197, CIP 108365, NRRL B-24153, HAG 010767, JCM 13238, CPCC 201670",1,1,Actinomadura namibiensis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16990,B60,"DSM 44846, JCM 13850, NRRL B-24319, NBRC 104150",1,1,Actinomadura napierensis,+,hydrogen sulfide
16976,,"DSM 44137, IFO 15918, JCM 10104, NBRC 15918, BCRC 16816, IMSNU 21254, NCIMB 13456",1,1,Actinomadura nitritigenes,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16950,A19,"DSM 43383, ATCC 33385, JCM 3388, NCTC 4162, CCUG 38891, CIP 105483, HUT 6549, IAM 12634, IMET 9693, IMSNU 22169, KCTC 9110, NBRC 103052, NRRL B-3997",1,1,Actinomadura pelletieri,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
164563,LD22,"JCM 33455, CCTCC AA 2018050",1,1,Actinomadura physcomitrii,+,hydrogen sulfide
16969,,"DSM 43936, ATCC 33264, IFO 14183, JCM 3309, KCTC 9248, NBRC 14183, NCIMB 12768, NRRL B-16122, VKM Ac-1085, INA 1349, KCC A-0309, MTCC 3035, PCM 2339",1,1,Actinomadura rifamycini,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,rifamycin
166237,,"LMG 30035, CECT 9808, ATCC 53664",1,1,Actinomadura roseirufa,+,hydrogen sulfide
16975,,"DSM 44130, IFO 14382, JCM 3366, NBRC 14382, NRRL B-16566, ATCC 51643, BCRC 13608, CIP 105482, IMSNU 22195, KCTC 9494, MTCC 1140, NCIMB 14345, CCRC 13608",1,1,Actinomadura rugatobispora,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
133727,,"CCTCC AA 2010009, DSM 45500, YIM M 10931, JCM 31202",1,1,Actinomadura sediminis,+,hydrogen sulfide
16963,"A-184, A4, A-0147","DSM 43358, ATCC 27299, DSM 43550, KCC A-0147, JCM 3147, BCRC 13408, CBS 258.72, CCM 3492, CGMCC 4.1512, CGMCC 4.2116, CIP 105480, IFO 14100, IMET 9588, IMSNU 20017, MTCC 1397, NBRC 14100, NCIMB 11119, NRRL B-16129, RIA 1503, VKM Ac-668, CCRC 13408",1,1,Actinomadura verrucosospora,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
16967,A-0325,"DSM 43765, ATCC 33581, IFO 14688, IMET 9574, IMET 9673, INA 1682, JCM 3325, KCC A-0325, NBRC 14688, CIP 105481, IMSNU 20018, KCTC 9344",1,1,Actinomadura vinacea,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
134407,"LL-C23024, LL-C23024.","CIP 105436, ATCC 43060, IFO 14689, JCM 3369, NRRL 12515, DSM 108649, KCTC 9495, NBRC 14689, DSM 43931, IMSNU 22167, NBIMCC 1535",1,1,Actinomadura yumaensis,+,indole
167782,,"CGMCC 1.17503, KCTC 49408, SCSIO 58843, DSM 110153",1,1,Actinomarinicola tropica,+,indole
148,"P2S, PS1","DSM 43014, ATCC 13683, CIP 103258, CCUG 18308, NCTC 11535",1,1,Actinomyces bovis,+,indole
177,"M1327/95/1, M1327/96/1","DSM 15435, CCUG 37421, CIP 106647",1,1,Actinomyces bowdenii,+,indole
175,M1192/98/1,"DSM 15415, CCUG 41709, CIP 106507",1,1,Actinomyces catuli,+,acetoin
,,,,,,,indole
189,R18165,"DSM 19115, CCUG 48064, CIP 108337, KCTC 15232",1,1,Actinomyces dentalis,+,acetoin
,,,,,,,indole
149,Sh8/4303,"DSM 20671, ATCC 43322, NCTC 11490, CCUG 32758, CIP 103126",1,1,Actinomyces denticolens,+,indole
159,2-606-032,"DSM 6844, ATCC 23860, CDC W838, CIP 105418, JCM 12963, VPI 12594, CCUG 32936, CCUG 34703",1,1,Actinomyces gerencseriae,+,indole
186,,"DSM 15540, CCUG 27294, CIP 105737, CCM 4739",1,1,Actinomyces graevenitzii,+,indole
151,Jr 277 (CDC W855),"DSM 43320, ATCC 12102, JCM 12964, CCUG 18307, IMET 10792, CCUG 2271, NIH 277, WVU 46, CIP 103259, KCTC 15377, NCTC 12972",1,1,Actinomyces israelii,+,indole
190,"genospecies WVA 963, genospecies(serotype) WVA 963","DSM 23038, ATCC 49338, CCUG 34287, KCTC 15157, VPI D135D-26, JCM 16129",1,1,Actinomyces johnsonii,+,indole
166249,2129,"CGMCC 4.7483, DSM 106426",1,1,Actinomyces lilanjuaniae,+,indole
192,4401292,"DSM 23047, CCUG 53522, KCTC 15158, CSUR P18, JCM 16130, CIP 109360",1,1,Actinomyces massiliensis,+,indole
154,,"DSM 43013, ATCC 12104, CCUG 2238, NCTC 10301, CDC W826, JCM 8349, NIH 279, WVU 45, CCUG 18310, CIP 103128",1,1,Actinomyces naeslundii,+,indole
187,R5292,"KCTC 15234, DSM 17234, CCUG 46090, CIP 107639, Hall R5292, JCM 17565",1,1,Actinomyces oricola,+,acetoin
,,,,,,,indole
191,W1053,"DSM 23056, ATCC 27044, CCUG 34288, WVU 474, JCM 16131",1,1,Actinomyces oris,+,indole
159350,410,"DSM 106201, CGMCC 1.16361",1,1,Actinomyces qiguomingii,+,ethanol
,,,,,,,indole
,,,,,,,lactate
176,AO 96-06841,"DSM 15433, CCUG 36733, CIP 106352",1,1,Actinomyces radicidentis,+,acetoin
,,,,,,,indole
23522,B71,"DSM 27982, CGMCC 1.5030, JCM 13352, CIP 109388, CGMCC 15030",1,1,Actinomyces ruminicola,+,acetoin
138775,Sh-134563,"CCUG 32792, CIP 103130, NCTC 11923",1,1,Actinomyces slackii,+,indole
193,7400942,"KCTC 15137, DSM 23838, CCUG 55928, CSUR P35",1,1,Actinomyces timonensis,+,indole
178,,"DSM 15434, CCUG 38702, CIP 106421",1,1,Actinomyces urogenitalis,+,indole
157,,"DSM 43327, ATCC 15987, CCUG 14476, NCTC 10951, WVU 745, NIH T-6, JCM 8353, CCUG 35450, CECT 488, CIP 103147, KCTC 15382, NBIMCC 71",1,1,Actinomyces viscosus,+,indole
196,"2298, 2298/06","DSM 24894, CCM 7951, CCUG 61299, CIP 110333, LMG 26472",1,1,Actinomyces weissii,+,indole
159716,,"KCTC 49002, CGMCC 4.7433, BMP B8152, JCM 33402",1,1,Actinophytocola glycyrrhizae,+,hydrogen sulfide
13514,ID 05-A0653,"DSM 45660, BTCC B-673, NBRC 105524",1,1,Actinophytocola timorensis,+,indole
133108,11-183,"KCTC 39690, MCCC 1K02062, DSM 109075",1,1,Actinophytocola xanthii,+,hydrogen sulfide
,,,,,,,indole
7798,UNCC 253,"DSM 43031, ATCC 15330, CBS 189.64, IFO 12245, KCC A-0038, NBRC 12245, JCM 3038, BCRC 13631, HAMBI 1975, IFM 1138, IFM 1290, IMET 9034, IMSNU 20021, KCTC 9117, NCIMB 10172, NRRL B-3343, RIA 819, VKM Ac-648, VKM Ac-675",1,1,Actinoplanes auranticolor,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7799,"A/672, MB-T 20","DSM 43805, ATCC 25844, KCC A-0196, JCM 3196, BCRC 13340, IFM 1261, IFO 13938, IMSNU 20022, KCTC 9345, NBRC 13938, NCIMB 12642, NRRL B-16714, VKM Ac-1320",1,1,Actinoplanes brasiliensis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7801,UNCC 65,"DSM 43148, ATCC 15348, CBS 190.64, IFO 12511, KCC A-0059, NBRC 12511, JCM 3059, BCRC 12545, CECT 3287, IFM 0124, IFM 1239, IMET 9244, KCTC 9589, MTCC 1981, NCIMB 12889, NRRL B-3344, VKM Ac-1319",1,1,Actinoplanes campanulatus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7830,LA97,"DSM 43942, ATCC 49799, IFO 14913, NBRC 14913, NCIMB 20027, JCM 7624, BCRC 16343, KCTC 9253, KCTC 9657, NRRL B-16688",1,1,Actinoplanes consettensis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7841,GW8-1761,"CCUG 53409, DSM 45050, CIP 109316, JCM 15999, NBRC 106145",1,1,Actinoplanes couchii,+,indole
7816,,"DSM 46137, IFO 14990, IMET 9243, INA 1569, JCM 9082, NBRC 14990, NCIMB 12736, VKM Ac-1095, BCC 49182, BCRC 16342, KCTC 9590, TBRC 174",1,1,Actinoplanes cyaneus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7802,"A/10655, MB-T 21","DSM 43806, ATCC 21983, JCM 3247, KCC A-0247, BCRC 12107, CBS 597.74, CGMCC 4.2098, IFO 13994, IMET 9256, IMSNU 20026, KCTC 9532, MTCC 711, NBRC 13994, NCIMB 12643, NRRL B-16715",1,1,Actinoplanes deccanensis,+,acetoin
,,,,,,,fidaxomicin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7831,LA 107,"DSM 43941, ATCC 49798, IFO 14935, NBRC 14935, NCIMB 12875, JCM 7556, IMSNU 20027, IMSNU 22122, KCTC 9254, NRRL B-16692",1,1,Actinoplanes derwentensis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7832,LA 139,"DSM 43939, ATCC 49800, IFO 14914, NBRC 14914, NCIMB 20041, JCM 7625, IMSNU 22124, KCTC 9346, NRRL B-16689",1,1,Actinoplanes durhamensis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7804,"MB-T 22, X-14695","DSM 43807, ATCC 29868, KCC A-0277, JCM 3277, BCC 49183, BCRC 13630, IFO 15555, IMET 9273, IMSNU 22125, KCTC 9255, MTCC 1418, NBRC 15555, NCIMB 12644, NRRL B-16718, TBRC 192",1,1,Actinoplanes ferrugineus,+,(S)-azetidine-2-carboxylic acid
,,,,,,,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7833,LA 6,"DSM 43938, ATCC 49801, IFO 14915, NBRC 14915, NCIMB 20000, JCM 7555, BCRC 16344, IMSNU 20031, KCTC 9656, NRRL B-16690",1,1,Actinoplanes humidus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7807,A-5221,"DSM 43146, ATCC 27366, KCC A-0165, JCM 3165, BCRC 12530, CCM 2739, CECT 3285, CGMCC 4.1065, IFM 1254, IFO 13911, IMET 9251, IMSNU 22126, KCTC 9534, MTCC 1412, NBIMCC 1475, NBRC 13911, NCIMB 12641, NRRL B-16722",1,1,Actinoplanes italicus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7839,"A/6353, FH 2244","DSM 43865, ATCC 31048, BCRC 12121, CBS 355.75, IFO 13997, IMSNU 22127, JCM 3250, KCC A-0250, KCTC 9536, NBRC 13997, NCIMB 12636, NRRL B-16723, SANK 62178, CGMCC 4.5521",1,1,Actinoplanes liguriensis,+,acetoin
,,,,,,,gardimycin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7809,UNCC 431,"DSM 43046, ATCC 14538, CBS 188.64, IFO 13243, KCC A-0121, NBRC 13243, JCM 3121, BCRC 13335, CGMCC 4.1488, IFM 1250, IMET 9249, IMSNU 22051, KCTC 1780, NBIMCC 2232, NBRC 102363, NCIMB 12654, NRRL B-3342, VTT E-82151",1,1,Actinoplanes missouriensis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7834,LA 83,"DSM 43940, ATCC 49797, BCC 55025, IFO 14916, NBRC 14916, NCIMB 20021, TBRC 2208, JCM 7626, BCRC 16347, IMSNU 20038, KCTC 9257, NRRL B-16691",1,1,Actinoplanes palleronii,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
140744,A/16686 [FERM-P 5477],"NRRL B-65484, DSM 105064, ATCC 33076",1,1,Actinoplanes ramoplaninifer,+,hydrogen sulfide
,,,,,,,melanin
7811,"LL 7-10 (IMRU 3919), MB-T 24","DSM 43808, ATCC 29234, BCC 60402, IFO 13941, IMRU 3919, KCC A-0194, NBRC 13941, TBRC 2207, JCM 3194, BCRC 13338, IFM 1260, IMET 9276, IMSNU 20041, KCTC 9540, NCIMB 12746, NRRL B-16090",1,1,Actinoplanes rectilineatus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7812,UNCC 79,"DSM 43151, CBS 193.64, IAM 14279, IFO 12514, IMET 9268, JCM 3062, KCC A-0062, NBRC 12514, RIA 821, BCC 49176, HAMBI 1928, IFM 1241, KCTC 9119, NCIMB 12730, NRRL B-3347, TBRC 168, VKM Ac-650",1,1,Actinoplanes regularis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
158014,M4147,DSM 100965,1,1,Actinoplanes sediminis,+,hydrogen sulfide
,,,,,,,melanin
164277,,"JCM 32512, CGMCC 4.7580, LAM 7112",1,1,Actinoplanes solisilvae,+,indole
7818,"AB 8327, FH 2149","DSM 43866, ATCC 31121, BCRC 12106, FERM P-3462, IFO 13999, IMET 9254, IMSNU 20043, JCM 3252, KCC A-0252, KCTC 9543, NBRC 13999, NCIMB 12640, NRRL B-16726, SANK 60479, BCC 49180, NBIMCC 2300, TBRC 172",1,1,Actinoplanes teichomyceticus,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
7843,Mar-72,"DSM 45184, CCM 7527, KCTC 19461, JCM 16606, NBRC 106528",1,1,Actinoplanes xinjiangensis,+,hydrogen sulfide
11158,IM 7744,"DSM 22024, CIP 107343, JCM 10761, KCTC 19907, NBRC 100040, NRRL B-24113, NCIMB 14324",1,1,Actinopolymorpha singaporensis,+,indole
141087,HS05-03,"BCC 51286, NBRC 109078, DSM 108651",1,1,Actinopolyspora salinaria,+,hydrogen sulfide
132380,,"DSM 45410, CCTCC AA 209065, YIM 75728",1,1,Actinorectispora indica,+,acetoin
,,,,,,,hydrogen sulfide
158702,KC 198,"CCTCC AA 2015043, KCTC 39718, JCM 33573",1,1,Actinorectispora metalli,+,sulfide
140636,K12-0408,"NBRC 111897, TBRC 5327, DSM 108652",1,1,Actinorhabdospora filicis,+,hydrogen sulfide
17634,GE134766,"DSM 44926, NRRL B-24431, JCM 14896, BCRC 16838, NBRC 102107",1,1,Actinospica acidiphila,+,hydrogen sulfide
17635,GE134769,"DSM 44927, JCM 14908, NRRL B-24432, BCRC 16839, NBRC 102112",1,1,Actinospica robiniae,+,hydrogen sulfide
13211,101,"DSM 43827, ATCC 29888, IAM 14280, IFO 14064, IMET 9740, IMRU 3971, JCM 3225, KCC A-0225, NBRC 14064, BCRC 13449, IMSNU 20048, KCTC 9125, KCTC 9184, NCIMB 13271, NRRL B-12336, VKM Ac-843",1,1,Actinosynnema mirum,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
13213,,"DSM 44132, ATCC 31281, FERM P-3992, IFO 13726, JCM 7344, NBRC 13726, BCRC 13428, CGMCC 4.1703, IFO 15621, IMSNU 21346, KCTC 9499, NBRC 15621, NRRL B-16060, VKM Ac-1963",1,1,Actinosynnema pretiosum subsp. pretiosum,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
133106,EBR-4-2,"KCTC 33604, JCM 30447",1,1,Actinotalea caeni,+,indole
2385,M,"DSM 3133, ATCC 43279, CFBP 4259, CIP 103003, JCM 9966, LMG 16154, NBRC 105374, NBRC 15517, BCRC 14866, IFO 15517, KCTC 3251, LMG 17239",1,1,Actinotalea fermentans,+,hydrogen sulfide
,,,,,,,indole
158625,THG-T121,"KACC 19191, CGMCC 4.7389, JCM 32747",1,1,Actinotalea solisilvae,+,indole
130140,IMMIBL-2199,"DSM 26039, CCUG 64068",1,1,Actinotignum sanguinis,+,indole
145,B 5329,"DSM 15541, CCUG 27420, CIP 105739, LMG 18293, CCM 4738",1,1,Actinotignum schaalii,+,acetoin
,,,,,,,indole
146,R9242,"KCTC 15231, DSM 15805, CCUG 46093, CIP 107424",1,1,Actinotignum urinale,+,indole
131515,KB18,"DSM 26090, KCTC 15540",1,1,Acutalibacter muris,+,indole
166457,PTG4-2,"MCCC 1A01274, KCTC 52323",1,1,Acuticoccus sediminis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
132017,JL1095,"DSM 28604, CGMCC 1.12795",1,1,Acuticoccus yangtzensis,+,indole
158784,17mud1-7,"KCTC 52873, NBRC 112824",1,1,Adhaeribacter swui,+,indole
22982,NR06,"DSM 22242, CCUG 57646, KCTC 15365",1,1,Adlercreutzia caecicola,+,indole
3077,B7,"DSM 21839, CCUG 56815",1,1,Adlercreutzia caecimuris,+,indole
3072,do03,"DSM 18785, JCM 14811, AHU 1763, KCTC 15587",1,1,Adlercreutzia equolifaciens subsp. celata,+,indole
3073,FJC-B9,"DSM 19450, CCUG 54925, JCM 14793, KCTC 15235",1,1,Adlercreutzia equolifaciens subsp. equolifaciens,+,indole
3076,Mt1B8,"DSM 19490, CCUG 54980",1,1,Adlercreutzia mucosicola,+,indole
131531,WCA-131-CoC-2,"DSM 29508, KCTC 15543",1,1,Adlercreutzia muris,+,indole
140913,,"ACCC 06485, JCM 30465, LAM 0050",1,1,Advenella alkanexedens,+,indole
132905,M-07,"DSM 104993, JCM 17746, KCTC 23732",1,1,Advenella faeciporci,+,indole
385,,"DSM 23814, CCUG 45225, LMG 22250, CIP 108657",1,1,Advenella incenata,+,hydrogen sulfide
,,,,,,,indole
140252,PK1,"DSM 27514, VKM B-2850",1,1,Advenella kashmirensis subsp. methylica,+,indole
166411,,"KACC 15529, NBRC 108213, IMCC 3088",1,1,Aequoribacter fuscus,+,indole
140229,D-24,"DSM 101732, KCTC 42708",1,1,Aequorivita aquimaris,+,hydrogen sulfide
,,,,,,,indole
5477,3-Sep,"DSM 14238, ACAM 643, CIP 107454, LMG 21432",1,1,Aequorivita sublithincola,+,acetoin
,,,,,,,indole
24014,8-1b,"DSM 26349, CGMCC 1.11023, JCM 18497",1,1,Aequorivita viscosa,+,hydrogen sulfide
139663,,"CIP 108845, KMM 3516, IFO 16718, NBRC 16718, JCM 11732",1,1,Aequorivita vladivostokensis,+,indole
158560,N.8,"KCTC 33824, JCM 31580",1,1,Aeribacillus composti,+,acetoin
226,"UW06, UW 06","DSM 15819, CCM 4911, CCUG 28831, CIP 106115, JCM 18985, ATCC 48849, LMG 19525",1,1,Aerococcus christensenii,+,acetoin
,,,,,,,indole
175529,UMB0080,DSM 115698,1,1,Aerococcus loyolae,+,acetoin
175531,UMB3440,DSM 115699,1,1,Aerococcus mictus,+,acetoin
224,SS-1647,"DSM 15633, CCUG 43001, CDC 348-00, CIP 106533, JCM 11549, ATCC BAA-465",1,1,Aerococcus sanguinicola,+,acetoin
227,1821/02,"DSM 21500, CCUG 52530, CECT 7139, JCM 18035, CIP 109714",1,1,Aerococcus suis,+,acetoin
,,,,,,,indole
175530,UMB3669,DSM 115700,1,1,Aerococcus tenax,+,acetoin
223,E2,"DSM 7446, ATCC 51268, JCM 18986, NCFB 2893, NCTC 12142, CCM 4310, CCUG 29291, CCUG 29564, CCUG 34223, CCUG 36881, CIP 104688, IFO 15544, LMG 17750, LMG 19527, NBRC 15544, NCIMB 702893",1,1,Aerococcus urinae,+,acetoin
,,,,,,,indole
225,,"CCUG 42038 B, CCM 7338, DSM 15634, ATCC BAA-464, CIP 106675, JCM 18987, CCUG 42038, CCUG 42038b",1,1,Aerococcus urinaehominis,+,acetoin
,,,,,,,nitrite
221,M1,"DSM 20340, ATCC 11563, CCM 1914, IAM 13649, JCM 20461, NCDO 1225, NCTC 8251, WDCM 00061, CCUG 4311, CIP 54.145, IAM 12302, IFO 12219, LMG 17931, NBRC 12219, NISL 7400, IMET 11154, NCIMB 11775, CECT 978",1,1,Aerococcus viridans,+,acetoin
,,,,,,,lactate
11058,KSL-107,"DSM 16824, CIP 108938, JCM 13518, KCTC 19073, BCRC 16830",1,1,Aeromicrobium alkaliterrae,+,hydrogen sulfide
,,,,,,,indole
133328,9H-4,"ZIM B1021, LMG 29165, CCM 8650, JCM 32379",1,1,Aeromicrobium choanae,+,hydrogen sulfide
,,,,,,,indole
11055,,"DSM 8599, ATCC 51598, NRRL B-3381, JCM 8359, GTC 01565, IFO 15406, KCCM 41104, KCTC 9586, LMG 16472, NBRC 15406, NCIMB 13258",1,1,Aeromicrobium erythreum,+,acetoin
,,,,,,,erythromycin
,,,,,,,hydrogen sulfide
,,,,,,,indole
11066,,"DSM 24822, JCM 15749, KCCM 90079, KME 001",1,1,Aeromicrobium halocynthiae,+,taurocholate
159668,,"DSM 105424, NBRC 112936, CPCC 204604",1,1,Aeromicrobium lacus,+,hydrogen sulfide
,,,,,,,indole
11063,SSW1-57,"DSM 19087, JCM 13811, NRRL B-24466, CIP 109549",1,1,Aeromicrobium tamlense,+,indole
257,289,"DSM 11576, ATCC 51208, CECT 4199, CCUG 47180 A, CIP 104616",1,1,Aeromonas allosaccharophila,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
131439,AE235,"DSM 100827, CECT 8025, LMG 26712",1,1,Aeromonas aquatica,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
23547,266,"DSM 27583, CECT 8023, LMG 26707, CIP 110626, LMG 2670",1,1,Aeromonas australiensis,+,indole
260,218,"CCUG 41859, CIP 74.30, DSM 13956, ATCC 51108, CIP 7430, LMG 13444",1,1,Aeromonas bestiarum,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
280,868E,"DSM 19111, CECT 7113, LMG 23376, CIP 109539",1,1,Aeromonas bivalvium,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
253,B-968,"DSM 7323, ATCC 15468, NRRL B-968, WDCM 00062, NCTC 12244, JCM 1060, BCRC 16001, CCM 4491, CCUG 25939, CECT 838, CGMCC 1.1960, CIP 76.16, GTC 00465, LMG 12160, LMG 3775, NCAIM B.01931, NCIMB 13016, CIP 110812",1,1,Aeromonas caviae,+,hydrogen sulfide
,,,,,,,indole
269,P21,"DSM 17689, CCM 7146, CCUG 45377, CIP 107500, LMG 19562",1,1,Aeromonas dhakensis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
258,"S181, S-181","DSM 11577, CECT 4342, LMG 16330, CIP 104608, ATCC 51929",1,1,Aeromonas encheleia,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
248,J11,"DSM 6394, ATCC 49803, JCM 8355, CECT 4487, CIP 104434, LMG 12646, NCIMB 13209",1,1,Aeromonas enteropelogenes,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
265,"546, CDC-RH63","DSM 17534, ATCC 23309, CCEB 704, CCTM 885, CDC RH63, CIP 76.17, LMG 3774, NCIMB 74, JCM 8238, BCRC 13017, BCRC 14134, CCM 4354, CCUG 25942, CCUG 30340, CECT 4224, CNCTC 5356",1,1,Aeromonas eucrenophila,+,acetoin
,,,,,,,dinitrogen
,,,,,,,hydrogen sulfide
,,,,,,,indole
,,,,,,,nitrite
131440,4287D,"DSM 100828, CECT 8028, LMG 26709",1,1,Aeromonas finlandensis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
283,717,"DSM 23621, CECT 7401, LMG 24681, CIP 110205",1,1,Aeromonas fluvialis,+,acetoin
,,,,,,,hydrogen sulfide
,,,,,,,indole
241,"NCIMB(QC) 50013, 543","DSM 30187, ATCC 7966, LMG 2844, NCDC 359-60, NCMB 86, NCTC 8049, WDCM 00063, CCUG 14551, CIP 76.14, JCM 1027, BCRC 13018, CCM 7232, CDC 359-60, CECT 839, HAMBI 1847, IAM 12337, IAM 12460, KCTC 2358, LMG 12156, LMG 13439, NCAIM B.01923, NCIMB 9240",1,1,Aeromonas hydrophila subsp. hydrophila,+,hydrogen sulfide
,,,,,,,indole
