"name","eq","way","ec","ko","rn","symbol","map","md"
"3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]","(S)-3-Hydroxybutanoyl-CoA <=> Crotonoyl-CoA + H2O","Bidirectional","4.2.1.17","K01782","R03026","fadJ","map00650, map00720",NA
"3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]","3-Hydroxypropionyl-CoA <=> Propenoyl-CoA + H2O","Bidirectional","4.2.1.17, 4.2.1.116","K01782","R03045","fadJ","map00640, map00720",NA
"3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]","(S)-3-Hydroxybutanoyl-CoA + NAD+ <=> Acetoacetyl-CoA + NADH + H+","Bidirectional","1.1.1.35","K00022","R01975","HADH","map00650, map00720",NA
"3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]","(S)-3-Hydroxybutanoyl-CoA + NAD+ <=> Acetoacetyl-CoA + NADH + H+","Bidirectional","1.1.1.35","K07516","R01975","fadN","map00650, map00720",NA
"3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]","(R)-3-Hydroxybutanoate + NAD+ <=> Acetoacetate + NADH + H+","Bidirectional","1.1.1.30","K00019","R01361","BDH1","map00650",NA
"3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]","(R)-3-Hydroxybutanoyl-CoA <=> Crotonoyl-CoA + H2O","Bidirectional","4.2.1.55","K17865","R03027","croR","map00630, map00650",NA
"3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]","(S)-3-Hydroxybutanoyl-CoA + NADP+ <=> Acetoacetyl-CoA + NADPH + H+","Bidirectional","1.1.1.157","K00074","R01976","paaH","map00650",NA
"3-hydroxyisobutyrate/3-hydroxypropionate dehydrogenase [EC:1.1.1.31 1.1.1.59]","3-Hydroxypropanoate + NAD+ <=> 3-Oxopropanoate + NADH + H+","Bidirectional","1.1.1.59","K23146","R01608","HPD1","map00640","M00013"
"3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]","3-Hydroxypropanoate + CoA <=> 3-Hydroxypropionyl-CoA + H2O","Bidirectional","3.1.2.4","K05605","R03158","HIBCH","map00640","M00013"
"3-hydroxypropanoate dehydrogenase [EC:1.1.1.-]","3-Hydroxypropanoate + NADP+ <=> 3-Oxopropanoate + NADPH + H+","Bidirectional","1.1.1.298","K09019","R09289","rutE","map00720",NA
"3-hydroxypropionate dehydrogenase","3-Hydroxypropanoate <=> 3-Oxopropanoate","Bidirectional",NA,"K28060","R13457","dddA","map00640","M00991, M00992"
"3-hydroxypropionate dehydrogenase","3-Hydroxypropanoate <=> 3-Oxopropanoate","Bidirectional",NA,"K28061","R13457","dddB","map00640","M00991"
"3-hydroxypropionate dehydrogenase (NADP+) [EC:1.1.1.298]","3-Hydroxypropanoate + NADP+ <=> 3-Oxopropanoate + NADPH + H+","Bidirectional","1.1.1.298","K15039","R09289","K15039","map00720","M00375"
"3-hydroxypropionyl-CoA synthetase (ADP-forming) [EC:6.2.1.-]","3-Hydroxypropionyl-CoA + Orthophosphate + ADP <=> 3-Hydroxypropanoate + CoA + ATP","Bidirectional",NA,"K18594","R03157","K18594","map00720",NA
"3-hydroxypropionyl-coenzyme A dehydratase [EC:4.2.1.116]","3-Hydroxypropionyl-CoA <=> Propenoyl-CoA + H2O","Bidirectional","4.2.1.17, 4.2.1.116","K15019","R03045","K15019","map00640, map00720",NA
"3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36]","3-Hydroxypropionyl-CoA + Diphosphate + AMP <=> 3-Hydroxypropanoate + CoA + ATP","Bidirectional","6.2.1.36","K15018","R09286","K15018","map00720","M00375"
"3-methylfumaryl-CoA hydratase [EC:4.2.1.153]","3-Methylfumaryl-CoA + H2O <=> (3S)-Citramalyl-CoA","Bidirectional","4.2.1.153","K09709","R09282","meh","map00720",NA
"3-oxoacid CoA-transferase [EC:2.8.3.5]","Succinyl-CoA + Acetoacetate <=> Succinate + Acetoacetyl-CoA","Bidirectional","2.8.3.5","K01027","R00410","OXCT","map00650",NA
"3-oxoacid CoA-transferase subunit A [EC:2.8.3.5], 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]","Succinyl-CoA + Acetoacetate <=> Succinate + Acetoacetyl-CoA","Bidirectional","2.8.3.5","K01028, K01029","R00410","scoA, scoB","map00650",NA
"4-alpha-glucanotransferase [EC:2.4.1.25]","Amylose + n D-Glucose <=> n Maltose","Bidirectional","2.4.1.25","K00705","R05196","malQ","map00500","M00855"
"4-alpha-glucanotransferase [EC:2.4.1.25]","Amylose + n D-Glucose <=> n Maltose","Bidirectional","2.4.1.25","K22451","R05196","jgt","map00500","M00855"
"4-alpha-glucanotransferase [EC:2.4.1.25]","Starch + Orthophosphate <=> Amylose + D-Glucose 1-phosphate","Bidirectional","2.4.1.1","K00705","R02111","malQ","map00500","M00855"
"4-alpha-glucanotransferase [EC:2.4.1.25]","Starch + Orthophosphate <=> Amylose + D-Glucose 1-phosphate","Bidirectional","2.4.1.1","K22451","R02111","jgt","map00500","M00855"
"4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]","4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate","Bidirectional","2.6.1.19","K07250","R01648","gabT","map00650","M00027"
"4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]","beta-Alanine + 2-Oxoglutarate <=> 3-Oxopropanoate + L-Glutamate","Bidirectional","2.6.1.19, 2.6.1.55, 2.6.1.120","K07250","R00908","gabT","map00640",NA
"4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]","4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate","Bidirectional","2.6.1.19","K13524","R01648","ABAT","map00650","M00027"
"4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]","beta-Alanine + 2-Oxoglutarate <=> 3-Oxopropanoate + L-Glutamate","Bidirectional","2.6.1.19, 2.6.1.55, 2.6.1.120","K13524","R00908","ABAT","map00640",NA
"4-aminobutyrate aminotransferase [EC:2.6.1.19]","4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate","Bidirectional","2.6.1.19","K00823","R01648","puuE","map00650","M00027"
"4-aminobutyrate aminotransferase [EC:2.6.1.19]","beta-Alanine + 2-Oxoglutarate <=> 3-Oxopropanoate + L-Glutamate","Bidirectional","2.6.1.19, 2.6.1.55, 2.6.1.120","K00823","R00908","puuE","map00640",NA
"4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]","4-Aminobutanoate + Pyruvate <=> Succinate semialdehyde + L-Alanine","Bidirectional","2.6.1.96","K16871","R10178","POP2","map00650","M00027"
"4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]","5-Dehydro-4-deoxy-D-glucuronate <=> (4S)-4,6-Dihydroxy-2,5-dioxohexanoate","Bidirectional","5.3.1.17","K01815","R04383","kduI","map00040",NA
"4-hydroxy-2-oxoglutarate aldolase [EC:4.1.3.16]","4-Hydroxy-2-oxoglutarate <=> Pyruvate + Glyoxylate","Bidirectional","4.1.3.16, 4.1.3.42","K18123","R00470","HOGA1","map00630",NA
"4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]","4-Hydroxybutanoic acid + Acetyl-CoA <=> 4-Hydroxybutyryl-CoA + Acetate","Bidirectional",NA,"K18122","R05336","cat2","map00650",NA
"4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase [EC:1.1.1.61 1.1.1.373]","4-Hydroxybutanoic acid + NAD+ <=> Succinate semialdehyde + NADH + H+","Bidirectional","1.1.1.61","K08318","R01644","yihU","map00650",NA
"4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]","4-Hydroxybutanoic acid + NAD+ <=> Succinate semialdehyde + NADH + H+","Bidirectional","1.1.1.61","K00043","R01644","gbd","map00650",NA
"4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]","4-Hydroxybutanoic acid + NAD+ <=> Succinate semialdehyde + NADH + H+","Bidirectional","1.1.1.61","K18120","R01644","4hbD","map00650",NA
"4-hydroxybutyrate---CoA ligase (ADP-forming) [EC:6.2.1.56]","4-Hydroxybutanoic acid + ATP + CoA <=> 4-Hydroxybutyryl-CoA + ADP + Orthophosphate","Bidirectional","6.2.1.56","K18593","R10758","E6.2.1.56","map00720",NA
"4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]","4-Hydroxybutanoic acid + ATP + CoA <=> 4-Hydroxybutyryl-CoA + AMP + Diphosphate","Bidirectional","6.2.1.40","K14466","R09279","K14466","map00720","M00375"
"4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]","4-Hydroxybutanoic acid + ATP + CoA <=> 4-Hydroxybutyryl-CoA + AMP + Diphosphate","Bidirectional","6.2.1.40","K14467","R09279","4hbl","map00720","M00374"
"4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]","4-Hydroxybutanoic acid + ATP + CoA <=> 4-Hydroxybutyryl-CoA + AMP + Diphosphate","Bidirectional","6.2.1.40","K18861","R09279","K18861","map00720","M00374, M00375"
"4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]","4-Hydroxybutanoic acid + ATP + CoA <=> 4-Hydroxybutyryl-CoA + AMP + Diphosphate","Bidirectional","6.2.1.40","K25774","R09279","K25774","map00720","M00374, M00375"
"4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]","4-Hydroxybutyryl-CoA <=> Crotonoyl-CoA + H2O","Bidirectional","4.2.1.120","K14534","R10782","abfD","map00650, map00720",NA
"4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]","Vinylacetyl-CoA <=> Crotonoyl-CoA","Bidirectional","5.3.3.3","K14534","R03031","abfD","map00650",NA
"5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2]","5,10-Methenyltetrahydromethanopterin + Hydrogen <=> 5,10-Methylenetetrahydromethanopterin + H+","Bidirectional","1.12.98.2","K13942","R04455","hmd","map00680","M00567"
"5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]","5,10-Methylenetetrahydromethanopterin + Reduced coenzyme F420 <=> 5-Methyl-5,6,7,8-tetrahydromethanopterin + Coenzyme F420","Bidirectional","1.5.98.2","K00320","R04464","mer","map00680","M00567"
"5,6,7,8-tetrahydromethanopterin hydro-lyase [EC:4.2.1.147]","5,6,7,8-Tetrahydromethanopterin + Formaldehyde <=> 5,10-Methylenetetrahydromethanopterin + H2O","Bidirectional","4.2.1.147","K10713","R08058","fae","map00680",NA
"5-(aminomethyl)-3-furanmethanol phosphate kinase [EC:2.7.4.31]","[5-(Aminomethyl)furan-3-yl]methyl phosphate + ATP <=> [5-(Aminomethyl)furan-3-yl]methyl diphosphate + ADP","Bidirectional","2.7.4.31","K07144","R11039","mfnE","map00680","M00935"
"5-amino-6-(D-ribitylamino)uracil---L-tyrosine 4-hydroxyphenyl transferase [EC:2.5.1.147]","5-Amino-6-(1-D-ribitylamino)uracil + L-Tyrosine + S-Adenosyl-L-methionine <=> 5-Amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil + Iminoglycine + L-Methionine + 5'-Deoxyadenosine","Bidirectional","2.5.1.147","K11781","R12161","cofH","map00680",NA
"5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19]","4-Aminobutanoate + 2-Oxoglutarate <=> Succinate semialdehyde + L-Glutamate","Bidirectional","2.6.1.19","K14268","R01648","davT","map00650",NA
"5-dehydro-4-deoxyglucarate dehydratase [EC:4.2.1.41]","5-Dehydro-4-deoxy-D-glucarate <=> 2,5-Dioxopentanoate + H2O + CO2","Bidirectional","4.2.1.41","K01707","R02279","kdgD","map00053",NA
"5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258]","5-Methyltetrahydrofolate + Co(I) corrinoid protein + H+ <=> Methyl-Co(III) corrinoid protein + Tetrahydrofolate","Bidirectional","2.1.1.258, 2.1.1.378, 2.1.1.385, 2.1.1.389","K15023","R02289","acsE","map00720","M00377"
"5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258]","Tetrahydrofolate + Acetyl-CoA <=> 5-Methyltetrahydrofolate + CoA + CO","Bidirectional","2.1.1.258, 2.3.1.169","K15023","R10243","acsE","map00720","M00377"
"6-phospho-3-hexuloisomerase [EC:5.3.1.27]","D-arabino-Hex-3-ulose 6-phosphate <=> D-Fructose 6-phosphate","Bidirectional","5.3.1.27","K08094","R05339","hxlB","map00030, map00680","M00345, M00580, M00345"
"6-phospho-beta-galactosidase [EC:3.2.1.85]","Lactose 6'-phosphate + H2O <=> beta-D-Glucose + D-Galactose 6-phosphate","Bidirectional","3.2.1.85","K01220","R03256","E3.2.1.85","map00052",NA
"6-phospho-beta-glucosidase [EC:3.2.1.86]","6-Phospho-beta-D-glucosyl-(1,4)-D-glucose + H2O <=> D-Glucose + D-Glucose 6-phosphate","Bidirectional","3.2.1.86","K01222","R00839","E3.2.1.86A","map00500",NA
"6-phospho-beta-glucosidase [EC:3.2.1.86]","6-Phospho-beta-D-glucosyl-(1,4)-D-glucose + H2O <=> D-Glucose + D-Glucose 6-phosphate","Bidirectional","3.2.1.86","K01223","R00839","E3.2.1.86B","map00500",NA
"6-phospho-beta-glucosidase [EC:3.2.1.86]","Arbutin 6-phosphate + H2O <=> Hydroquinone + beta-D-Glucose 6-phosphate","Bidirectional","3.2.1.86","K01222","R05133","E3.2.1.86A","map00010",NA
"6-phospho-beta-glucosidase [EC:3.2.1.86]","Arbutin 6-phosphate + H2O <=> Hydroquinone + beta-D-Glucose 6-phosphate","Bidirectional","3.2.1.86","K01223","R05133","E3.2.1.86B","map00010",NA
"6-phospho-beta-glucosidase [EC:3.2.1.86]","Salicin 6-phosphate + H2O <=> Salicyl alcohol + beta-D-Glucose 6-phosphate","Bidirectional","3.2.1.86","K01222","R05134","E3.2.1.86A","map00010",NA
"6-phospho-beta-glucosidase [EC:3.2.1.86]","Salicin 6-phosphate + H2O <=> Salicyl alcohol + beta-D-Glucose 6-phosphate","Bidirectional","3.2.1.86","K01223","R05134","E3.2.1.86B","map00010",NA
"6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 1 [EC:2.7.1.105 3.1.3.46]","beta-D-Fructose 2,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate","Bidirectional","3.1.3.46","K19028","R00763","PFKFB1","map00051",NA
"6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46]","beta-D-Fructose 2,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate","Bidirectional","3.1.3.46","K19029","R00763","PFKFB2","map00051",NA
"6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 3 [EC:2.7.1.105 3.1.3.46]","beta-D-Fructose 2,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate","Bidirectional","3.1.3.46","K01103","R00763","PFKFB3","map00051",NA
"6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 4 [EC:2.7.1.105 3.1.3.46]","beta-D-Fructose 2,6-bisphosphate + H2O <=> D-Fructose 6-phosphate + Orthophosphate","Bidirectional","3.1.3.46","K19030","R00763","PFKFB4","map00051",NA
"6-phosphofructo-2-kinase [EC:2.7.1.105]","ATP + D-Fructose 6-phosphate <=> ADP + beta-D-Fructose 2,6-bisphosphate","Bidirectional","2.7.1.105","K00900","R13202","E2.7.1.105","map00051",NA
"6-phosphofructokinase 1 [EC:2.7.1.11]","ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate","Bidirectional","2.7.1.11","K00850","R00756","pfkA","map00010, map00030, map00051, map00680",NA
"6-phosphofructokinase 1 [EC:2.7.1.11]","CTP + D-Tagatose 6-phosphate <=> CDP + D-Tagatose 1,6-bisphosphate","Bidirectional","2.7.1.11","K00850","R03237","pfkA","map00052",NA
"6-phosphofructokinase 1 [EC:2.7.1.11]","D-Tagatose 6-phosphate + ATP <=> D-Tagatose 1,6-bisphosphate + ADP","Bidirectional","2.7.1.11, 2.7.1.56, 2.7.1.144","K00850","R03236","pfkA","map00052",NA
"6-phosphofructokinase 1 [EC:2.7.1.11]","ITP + D-Tagatose 6-phosphate <=> IDP + D-Tagatose 1,6-bisphosphate","Bidirectional","2.7.1.11","K00850","R03239","pfkA","map00052",NA
"6-phosphofructokinase 1 [EC:2.7.1.11]","UTP + D-Tagatose 6-phosphate <=> UDP + D-Tagatose 1,6-bisphosphate","Bidirectional","2.7.1.11","K00850","R03238","pfkA","map00052",NA
"6-phosphofructokinase 2 [EC:2.7.1.11]","ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate","Bidirectional","2.7.1.11","K16370","R00756","pfkB","map00010, map00030, map00051, map00680",NA
"6-phosphofructokinase 2 [EC:2.7.1.11]","CTP + D-Tagatose 6-phosphate <=> CDP + D-Tagatose 1,6-bisphosphate","Bidirectional","2.7.1.11","K16370","R03237","pfkB","map00052",NA
"6-phosphofructokinase 2 [EC:2.7.1.11]","D-Tagatose 6-phosphate + ATP <=> D-Tagatose 1,6-bisphosphate + ADP","Bidirectional","2.7.1.11, 2.7.1.56, 2.7.1.144","K16370","R03236","pfkB","map00052",NA
"6-phosphofructokinase 2 [EC:2.7.1.11]","ITP + D-Tagatose 6-phosphate <=> IDP + D-Tagatose 1,6-bisphosphate","Bidirectional","2.7.1.11","K16370","R03239","pfkB","map00052",NA
"6-phosphofructokinase 2 [EC:2.7.1.11]","UTP + D-Tagatose 6-phosphate <=> UDP + D-Tagatose 1,6-bisphosphate","Bidirectional","2.7.1.11","K16370","R03238","pfkB","map00052",NA
"6-phosphofructokinase [EC:2.7.1.11]","ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate","Bidirectional","2.7.1.11","K24182","R00756","PFK9","map00010, map00030, map00051, map00680",NA
"6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]","6-Phospho-D-gluconate + NAD+ <=> D-Ribulose 5-phosphate + CO2 + NADH + H+","Bidirectional","1.1.1.343, 1.1.1.351","K00033","R10221","PGD","map00030","M00004, M00006"
"6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]","6-Phospho-D-gluconate + NADP+ <=> D-Ribulose 5-phosphate + CO2 + NADPH + H+","Bidirectional","1.1.1.44, 1.1.1.351","K00033","R01528","PGD","map00030","M00004, M00006"
"6-phosphogluconolactonase [EC:3.1.1.31]","D-Glucono-1,5-lactone 6-phosphate + H2O <=> 6-Phospho-D-gluconate","Bidirectional","3.1.1.31","K01057","R02035","PGLS","map00030","M00004, M00006, M00008"
"6-phosphogluconolactonase [EC:3.1.1.31]","D-Glucono-1,5-lactone 6-phosphate + H2O <=> 6-Phospho-D-gluconate","Bidirectional","3.1.1.31","K07404","R02035","pgl","map00030","M00004, M00006, M00008"
"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase [EC:4.3.1.32]","5-Amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil + S-Adenosyl-L-methionine <=> 7,8-Didemethyl-8-hydroxy-5-deazariboflavin + Ammonia + L-Methionine + 5'-Deoxyadenosine","Bidirectional","4.3.1.32","K11780","R12162","cofG","map00680",NA
"ADP-dependent glucokinase [EC:2.7.1.147]","ADP + D-Glucose <=> AMP + D-Glucose 6-phosphate","Bidirectional","2.7.1.147","K08074","R05804","ADPGK","NA",NA
"ADP-dependent glucokinase [EC:2.7.1.147]","alpha-D-Glucose + ADP <=> alpha-D-Glucose 6-phosphate + AMP","Bidirectional","2.7.1.147","K08074","R09085","ADPGK","map00010","M00001"
"ADP-dependent glucokinase [EC:2.7.1.147]","beta-D-Glucose + ADP <=> beta-D-Glucose 6-phosphate + AMP","Bidirectional","2.7.1.147","K08074","R09086","ADPGK","map00010","M00001"
"ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]","ADP + D-Fructose 6-phosphate <=> AMP + D-Fructose 1,6-bisphosphate","Bidirectional","2.7.1.146","K00918","R05805","pfkC","map00010, map00030, map00680",NA
"ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]","alpha-D-Glucose + ADP <=> alpha-D-Glucose 6-phosphate + AMP","Bidirectional","2.7.1.147","K00918","R09085","pfkC","map00010","M00001"
"ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]","beta-D-Glucose + ADP <=> beta-D-Glucose 6-phosphate + AMP","Bidirectional","2.7.1.147","K00918","R09086","pfkC","map00010","M00001"
"ADP-sugar diphosphatase [EC:3.6.1.21]","ADP-glucose + H2O <=> AMP + D-Glucose 1-phosphate","Bidirectional","3.6.1.21","K18447","R00951","NUDX14","map00500",NA
"ADP-sugar diphosphatase [EC:3.6.1.21]","ADP-mannose + H2O <=> AMP + D-Mannose 1-phosphate","Bidirectional","3.6.1.21","K18447","R02677","NUDX14","map00051",NA
"ATP citrate (pro-S)-lyase [EC:2.3.3.8]","ATP + Citrate + CoA <=> ADP + Orthophosphate + Acetyl-CoA + Oxaloacetate","Bidirectional","2.3.3.8","K01648","R00352","ACLY","map00020, map00720",NA
"ATP-citrate lyase alpha-subunit [EC:2.3.3.8], ATP-citrate lyase beta-subunit [EC:2.3.3.8]","ATP + Citrate + CoA <=> ADP + Orthophosphate + Acetyl-CoA + Oxaloacetate","Bidirectional","2.3.3.8","K15230, K15231","R00352","aclA, aclB","map00720","M00173"
"ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]","ATP + D-Fructose 6-phosphate <=> ADP + D-Fructose 1,6-bisphosphate","Bidirectional","2.7.1.11","K21071","R00756","pfk","map00010, map00030, map00051, map00680",NA
"ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]","D-Tagatose 6-phosphate + ATP <=> D-Tagatose 1,6-bisphosphate + ADP","Bidirectional","2.7.1.11, 2.7.1.56, 2.7.1.144","K21071","R03236","pfk","map00052",NA
"ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]","Diphosphate + D-Fructose 6-phosphate <=> Orthophosphate + D-Fructose 1,6-bisphosphate","Bidirectional","2.7.1.90","K21071","R00764","pfk","map00010, map00030, map00051",NA
"CoA hydratase","Propenoyl-CoA <=> 3-Hydroxypropanoate","Bidirectional",NA,"K28071","R13455","acuK","map00920","M00992"
"CoA transferase","Acrylic acid <=> Propenoyl-CoA","Bidirectional",NA,"K28070","R13454","acuN","map00920","M00992"
"CoA-dependent NAD(P)H sulfur oxidoreductase [EC:1.8.1.18]","Hydrogen sulfide + NAD+ <=> Sulfur + NADH + H+","Bidirectional","1.8.1.18","K18367","R10419","CoADR","map00920","M00986"
"CoA-dependent NAD(P)H sulfur oxidoreductase [EC:1.8.1.18]","Hydrogen sulfide + NADP+ <=> Sulfur + NADPH + H+","Bidirectional","1.8.1.18","K18367","R10438","CoADR","map00920","M00986"
"D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]","3-Phospho-D-glycerate + NAD+ <=> 3-Phosphonooxypyruvate + NADH + H+","Bidirectional","1.1.1.95","K00058","R01513","serA","map00680","M00020"
"D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-]","D-Allulose 6-phosphate <=> D-Fructose 6-phosphate","Bidirectional",NA,"K17195","R09031","alsE","map00051",NA
"D-arabinitol 2-dehydrogenase [EC:1.1.1.250]","D-Arabitol + NAD+ <=> D-Ribulose + NADH + H+","Bidirectional","1.1.1.250","K17738","R07134","ARD","map00040",NA
"D-arabinitol 4-dehydrogenase [EC:1.1.1.11]","D-Arabitol + NAD+ <=> D-Xylulose + NADH + H+","Bidirectional","1.1.1.11","K00007","R05604","dalD","map00040",NA
"D-arabinitol 4-dehydrogenase [EC:1.1.1.11]","Mannitol + NAD+ <=> D-Fructose + NADH + H+","Bidirectional","1.1.1.11, 1.1.1.67","K00007","R00868","dalD","map00051",NA
"D-arabinitol dehydrogenase (NADP+) [EC:1.1.1.287]","D-Arabitol + NADP+ <=> D-Ribulose + NADPH + H+","Bidirectional","1.1.1.287","K17818","R07144","ARD1","map00040",NA
"D-arabinitol dehydrogenase (NADP+) [EC:1.1.1.287]","D-Arabitol + NADP+ <=> D-Xylulose + NADPH + H+","Bidirectional","1.1.1.287","K17818","R07143","ARD1","map00040",NA
"D-arabinonate dehydratase [EC:4.2.1.5]","D-Arabinonate <=> 2-Dehydro-3-deoxy-D-xylonate + H2O","Bidirectional","4.2.1.5","K01683","R03032","araD","map00053",NA
"D-arabinono-1,4-lactone oxidase [EC:1.1.3.37]","D-Arabinono-1,4-lactone + Oxygen <=> Dehydro-D-arabinono-1,4-lactone + Hydrogen peroxide","Bidirectional","1.1.3.37","K00107","R02715","ALO","map00053",NA
"D-arabinose 1-dehydrogenase (NADP+) [EC:1.1.1.427]","D-Arabinose + NADP+ <=> D-Arabinono-1,4-lactone + NADPH + H+","Bidirectional","1.1.1.117, 1.1.1.427","K19590","R01575","araDH","map00053",NA
"D-arabinose 1-dehydrogenase [EC:1.1.1.116]","D-Arabinose + NAD+ <=> D-Arabinono-1,4-lactone + NADH + H+","Bidirectional","1.1.1.116, 1.1.1.117","K00062","R01574","ARA2","map00053",NA
